"quartet" "cluster" "phylo" "mutual" "shared" "clusterNorm"
"mb49" 0.730967121224797 0.237689926759558 0.399119217415425 0.199544446869481 0.130372273254339 0.142622977971154
"mb50" 0.649081403160324 0.209002238082234 0.11424405629003 0.165657681236819 0.08560348906183 0.145440091906685
"mb51" 0.68974987853238 0.211537542133534 0.178167953420964 0.174051075900874 0.111935101419652 0.148472619385825
"mb52" 0.756010011598804 0.221277831608839 0.51574164204952 0.195709214941228 0.126751390269035 0.12450557224461
"mb53" 0.724610841614034 0.241549221534008 0.209316673423076 0.199069508217426 0.121354851463159 0.168405697978233
"mb54" 0.880256469500924 0.255371435053543 0.810505006496517 0.240913450435852 0.116837964556751 0.112989688638709
"mb55" 0.857527032326741 0.257615177815384 0.776501433284425 0.241628887056904 0.11531857177226 0.11510154106272
"mb56" 0.821200921313407 0.2537738249023 0.733857836787839 0.232833262832024 0.111422053916204 0.110704458215777
"mb57" 0.909608895281297 0.25096490084512 0.872279039415898 0.241076182161126 0.117658906547277 0.107252003195053
"mb58" 0.809778142974528 0.262650641742629 0.483743750121786 0.226163023597596 0.151801835061409 0.170380286540191
"mb59" 0.864716364716365 0.267452666786295 0.787149218101968 0.253698489064923 0.125293862833692 0.126387072334823
"mb60" 0.878487539386995 0.240491088672441 0.829687900145726 0.230522643706893 0.114064018915003 0.0948054988509625
"mb61" 0.861088871096877 0.253785655701817 0.797744545693097 0.239008819264434 0.117333542092668 0.110676815983915
"mb62" 0.862804515745692 0.236966403027944 0.787149218101968 0.219288607751421 0.106105902396884 0.0906425289428888
"mb63" 0.742471390970088 0.252799548758135 0.272892473577307 0.211372345572842 0.135504865246998 0.171622578713901
"mb64" 0.990116135408945 0.22600213125522 0.989463849152239 0.223234278748631 0.111589992995744 0.0780046282569768
"mb65" 0.743293558002067 0.255477882983666 0.353142016923673 0.220296301578814 0.147658690909709 0.162089996971242
"mb66" 0.602038498033224 0.193603478684126 0.0105702678157045 0.149133181944822 0.0609741580877342 0.152972824670879
"mb67" 0.859263657957245 0.229724403947984 0.842165366291875 0.219174196509953 0.10696148151642 0.0824386433023399
"mb68" 0.710283638395976 0.220613074128221 0.220208518460442 0.182432163985528 0.130946652595945 0.152839878903647
"mb69" 0.687025700947122 0.222270998200509 0.083644942289734 0.171783216973209 0.0970911459519359 0.170551290892089
"mb70" 0.758843646467885 0.264270005935165 0.659353162272421 0.242548046395347 0.119278982657289 0.121610152793753
"mb71" 0.78352559480894 0.245720519747872 0.523846025461504 0.213503418141977 0.131623601003989 0.133021107151169
"mb72" 0.90566829217136 0.265642111806855 0.86168371182477 0.256293553655753 0.126668310814867 0.124889189126339
"mb73" 0.663118417654317 0.205165513343834 0.0938977021874299 0.156838114813643 0.0942441832199986 0.152320939364201
"mb74" 0.695091603801313 0.221202812446081 0.283174217143895 0.177665215088339 0.117740696528523 0.146393899981257
"mb75" 0.738629216524557 0.215491059239772 0.463182543855414 0.187776922802262 0.128541335699778 0.131019724434309
"mb76" 0.781326542513899 0.246959736817661 0.566367553799726 0.219317454255681 0.134402250965368 0.134394688211105
"mb77" 0.60071545641221 0.189710453610425 0.0209899077694901 0.143654991593522 0.0566703957703916 0.146035974202991
"mb78" 0.683195624687583 0.211857812647845 0.199206461387554 0.167878921496246 0.105580068612925 0.14862393517358
"mb79" 0.799762395767955 0.233733022662846 0.621063360043541 0.210732750070842 0.123687034089858 0.119475227800036
"mb80" 0.887982152292608 0.225593524135252 0.852753424391711 0.217491280223865 0.104268653231542 0.0775178906460797
"mb81" 0.846738903938321 0.256830362991432 0.744610536058211 0.237198069232182 0.116057944068646 0.114135573811169
"mb82" 0.71571138257447 0.233270503464742 0.177386142730833 0.182494766228286 0.122831597289244 0.166304640336733
"mb83" 0.659277753701464 0.20597021053477 0.0730892508946652 0.15935016671894 0.0840245057607812 0.155646447847795
"mb84" 0.800656500034193 0.207524322366409 0.789432704800994 0.195045532198625 0.0942404769623775 0.0559936448119388
"mb85" 0.822216150813786 0.253145895649383 0.611228391531198 0.223867146511379 0.136992223213454 0.141512600437712
"mb86" 0.691748517271035 0.222115899047073 0.124933836472768 0.174159148436075 0.104712923740108 0.163984979282795
"mb87" 0.704350443022914 0.219295884721872 0.293076255509668 0.176785765799805 0.118791356959553 0.135150817998964
"mb88" 0.619628704595961 0.193934756061784 0.0933445433642198 0.153688654315025 0.0711012713430597 0.133649036684069
"mb89" 0.669023595773417 0.183911757554061 0.662998894627857 0.158664388777523 0.0726682384137001 0.0278660796711281
"mb90" 0.682287715853822 0.213325282991688 0.223665915662505 0.170429888960867 0.108572002985841 0.144724801307373
"mb91" 0.66926889988263 0.205595929341263 0.135919119521268 0.16096252520633 0.0888584579127707 0.146262122722717
"mb92" 0.631824296618156 0.194191981432579 0.0726443405145 0.15079331673371 0.0805743695522032 0.145219300301551
"mb93" 0.707256027554535 0.205530805644515 0.513381258424101 0.176964617151873 0.100395432664509 0.0867849218472168
"mb94" 0.627071299068179 0.191929308909527 0.0317126706216398 0.148742076043776 0.0751715321050468 0.144586729131625
"mb95" 0.628063334567664 0.191302112863918 0.031731811528546 0.148007627025482 0.072652088583893 0.142148380009413
"mb96" 0.587779442758067 0.184624799033953 0 0.14087402889882 0.0643420993490893 0.143773673742715
"mb97" 0.58257855506855 0.18206064909912 0.0206695872261856 0.138971176622795 0.0645463636602984 0.141020336252024
"mb98" 0.662883153277893 0.20344331360378 0.114908529301435 0.155429253308469 0.0874388230962561 0.14750505785733
"mb99" 0.68794672345292 0.219911603034863 0.115254837454868 0.168306866527587 0.109269592534463 0.161571707754038
"mb100" 0.67441113413076 0.218570218574064 0.135211530140123 0.176226625385245 0.0888569250102337 0.150301707594338
"mb101" 0.831378501448875 0.192148077324365 0.80839233051064 0.179519120841018 0.0860194175325367 0.0366184499531413
"mb102" 0.717511498189647 0.198485591936497 0.444579002465758 0.175563613636454 0.0930627879014799 0.0786951830639466
"mb103" 0.714250282671335 0.216871720017356 0.314491440136577 0.181410981888608 0.125305909916808 0.132465374409378
"mb104" 0.590066749612246 0.186887854045554 0 0.143281040097362 0.0588994751221714 0.146093970386493
"mb105" 0.593075798520356 0.184593334775588 0.0210014789013113 0.14065702149676 0.0545321912240615 0.139590705949761
"mb106" 0.777689873417722 0.251541414058126 0.502111558078568 0.21511089519647 0.128244502652013 0.138846555610946
"mb107" 0.69767757134637 0.223859997283485 0.12472752952124 0.173397559137823 0.098277202895986 0.161506846281867
