"quartet" "cluster" "phylo" "mutual" "shared" "clusterNorm"
"mb49" 0.764475519131946 0.238442824278856 0.596290596450144 0.216139049572905 0.132406367244153 0.126014560448768
"mb50" 0.65512682950776 0.204318058358952 0.0731204932812532 0.157864922683484 0.0887786116117184 0.150923775571305
"mb51" 0.680021882633603 0.235465924755659 0.115575722319601 0.184389144738391 0.115740356653061 0.184215003829566
"mb52" 0.903880658225252 0.273060972486314 0.789350261741335 0.254365928727243 0.124187767122181 0.136720041453493
"mb53" 0.871556938979268 0.218901709453163 0.872292133281818 0.209265222164993 0.103626957951003 0.0723564334403251
"mb54" 0.687846750295225 0.225549917242496 0.125537248065963 0.183456448286394 0.108182899990681 0.163164126505417
"mb55" 0.875020746887967 0.244065851096011 0.784839121289229 0.229624478995908 0.110970752157253 0.10174865126866
"mb56" 0.835704799848226 0.222046470938977 0.829757812274781 0.212029957250279 0.103667096634936 0.07569364483399
"mb57" 0.77584805117204 0.258885278296817 0.440114665338712 0.228637369296167 0.149890935339984 0.167134344466214
"mb58" 0.8805629339671 0.303462371541616 0.715552785669211 0.279455781014285 0.134327194749915 0.172823369962324
"mb59" 0.87448787776546 0.260169930803356 0.821059311750818 0.24890628534395 0.121808484221816 0.121411222545052
"mb60" 0.832438739789965 0.184506536381738 0.863200819490854 0.175704391431912 0.0843830143808838 0.0315567924930717
"mb61" 0.63772382706824 0.203378157452429 0.0211343013655085 0.159621626129135 0.0744101278992487 0.159718009155839
"mb62" 0.765024682006948 0.26510570445411 0.240799630828743 0.216957815539665 0.132880805510005 0.194617736685483
"mb63" 0.932977248215294 0.273805132806114 0.817184130596361 0.254210946795134 0.122995158563143 0.136052594741972
"mb64" 0.776192823343849 0.254123322692003 0.366319303771057 0.214848373434925 0.132658141459891 0.162183950705032
"mb65" 0.850029896178725 0.245232544640215 0.806466537481334 0.23167036929997 0.1119616710411 0.102920223160237
"mb66" 0.761104368932039 0.222911857556479 0.691350800494171 0.20387096658504 0.0956446444251354 0.0762887790083929
"mb67" 0.702425678816653 0.199696207027136 0.380374258557227 0.166687773394143 0.103616516644838 0.113647686069847
"mb68" 0.813067027100614 0.278107237506819 0.388548816495187 0.235617980397079 0.15019070990155 0.188953587717893
"mb69" 0.800119824807867 0.226533657096733 0.658511333887216 0.207584413289847 0.12356301894892 0.112292850796179
"mb70" 0.820803425261302 0.19907164580667 0.829811456312277 0.189594929307688 0.0905676312134758 0.0482114888895009
"mb71" 0.675958104354309 0.195688728753199 0.250896722851911 0.156472535002245 0.100375563612387 0.12540066308614
"mb72" 0.766124262389788 0.256267497345415 0.251962407191802 0.21079481793274 0.128293655050747 0.184792415032116
"mb73" 0.990022379709064 0.285419398893206 0.957911573937358 0.280389598063364 0.140095929325681 0.151396350514422
"mb74" 0.780609125949949 0.261054091949988 0.264737778235112 0.213105028391919 0.123622470778428 0.181599652985845
"mb75" 0.806580635423742 0.212500050568543 0.747314917356088 0.19182629442324 0.0889419623105768 0.0648006256786569
"mb76" 0.880166192871201 0.186946210566326 0.894649179877485 0.180995668957323 0.0870825360329375 0.0344540393724178
"mb77" 0.678341322037677 0.196198952537851 0.496963418643397 0.165928114230877 0.0995466631959875 0.0777523008056654
"mb78" 0.725204039660547 0.247460614199046 0.18947678845719 0.200153103666927 0.111389668524025 0.186921863786283
"mb79" 0.83764553686934 0.262388346717979 0.712644186921957 0.241322641444127 0.115664909632713 0.123874530843422
"mb80" 0.595366064803364 0.174288839638627 0.021140291115482 0.13215887961086 0.0600774083406716 0.126710976252565
"mb81" 0.735079251519029 0.24915490962336 0.210636461458037 0.202295674191997 0.109984854571813 0.183652407890375
"mb82" 0.675291709053106 0.189310514982022 0.231163533295111 0.152711411731973 0.0938056828378647 0.123995096223659
"mb83" 0.654791501262013 0.204504831365346 0.104488228796299 0.164370873058037 0.0886201509227587 0.144774308440209
"mb84" 0.71065797470519 0.243111665449457 0.147228602820321 0.194472626963025 0.110925340404962 0.186346169321481
"mb85" 0.66490879761757 0.194548842622827 0.694845935549258 0.178135578058593 0.0836903052708143 0.0434825818473321
"mb86" 0.644340465415989 0.198976141648704 0.12582573344005 0.154284421572446 0.0970990614124545 0.138768078799569
"mb87" 0.627992013957081 0.200921300685283 0 0.161038057173278 0.0764816699002871 0.159889603327212
"mb88" 0.65932286591397 0.194993155037465 0.313565179186063 0.159152782895657 0.0957226878913133 0.108347121672343
"mb89" 0.61262241096664 0.18258404116502 0.0520521242684134 0.137559799154535 0.0626314273873467 0.13229382047114
"mb90" 0.776956994788982 0.244202467433695 0.684650402393898 0.225112614422029 0.10407010314934 0.099823017732841
"mb91" 0.774372628867773 0.261042920969186 0.54353879911486 0.237682269791944 0.141011767557249 0.151688246641543
"mb92" 0.644414384482731 0.184067787933419 0.347946545020935 0.150936676238409 0.101036377324791 0.0964371836271601
"mb93" 0.719585017190422 0.203893709093522 0.444577711527403 0.172235009614115 0.102335318073885 0.105593674237155
"mb94" 0.65419483712354 0.171076925224812 0.694534523631072 0.154491961816617 0.0700193892302474 0.0156083928005984
"mb95" 0.726117479783169 0.168170428352355 0.638767326775156 0.154527816758135 0.0703795024381376 0.0112053403874368
"mb96" 0.578409291257862 0.177256180246171 0.0315409433512783 0.132905300443413 0.0583376856723912 0.13111083069675
"mb97" 0.723589249600315 0.231447074386618 0.241612031155144 0.185670756263964 0.112202871445329 0.157553389869575
"mb98" 0.599321583186156 0.17542578931876 0.0213480599968269 0.132396002554541 0.0588903170701603 0.12642663839014
"mb99" 0.719199983133868 0.236783364061987 0.167471382096502 0.194127952640449 0.116199942100619 0.170094780613872
"mb100" 0.612250857958161 0.179897370585038 0.0211496838936692 0.137674883927518 0.0611468301145985 0.129417642272135
"mb101" 0.67975568909467 0.230529119948655 0.126177867292519 0.180128211729281 0.0976096652382361 0.176162276288786
"mb102" 0.62637430809958 0.197056105234199 0.021136746046146 0.152903909090871 0.0702736091490956 0.152025383008784
"mb103" 0.733557771854031 0.208588333714152 0.508156224391838 0.18376738035386 0.112642280978162 0.110867972412833
"mb104" 0.764426194078236 0.195262544704902 0.619793141672588 0.175638948599817 0.117584638466544 0.0961262681220843
"mb105" 0.711264468058887 0.228210146555797 0.219120462387338 0.187965083354717 0.115168272553408 0.153896712211328
"mb106" 0.676818536600297 0.193294414078658 0.357019272340483 0.159010178473076 0.0955169681423529 0.106577018619434
"mb107" 0.621132587468582 0.191400818970153 0.125650707972931 0.149522695115236 0.0918336168115305 0.120633423657253
"mb108" 0.734016693015112 0.249633138037248 0.200083181898428 0.203380397376369 0.109788900038429 0.18417235617153
"mb109" 0.630179998922731 0.189053494854937 0.0425915441712031 0.144445530098467 0.0663804133954254 0.137103058119401
"mb110" 0.627387844326293 0.198014848822902 0.021136746046146 0.15541911120321 0.0741964707619127 0.153037894882557
"mb111" 0.6013903922068 0.176603247385986 0.0425633242239588 0.13345719742587 0.0598993344647636 0.127694349667371
"tnt1" 0.684274096143007 0.192939872021199 0.684051343605185 0.172782827561699 0.0772694690566473 0.0415718410262945
"ufb1" 0.741019903427158 0.241048753750382 0.284709701750564 0.205461641957903 0.127700864365486 0.15914223364517
"ufb2" 0.669912383705176 0.210085558920742 0.125564991514237 0.170355028343903 0.0980565557920807 0.140962386828425
"ufb3" 0.702322927316389 0.186402618483228 0.581453134970555 0.162723053217842 0.0937518082145389 0.0665123968879727
"ufb4" 0.663362236314223 0.187496905044549 0.443273424191276 0.155293869803936 0.101454778667142 0.0873239108831212
"ufb5" 0.750660708279275 0.188047138147343 0.650911062420834 0.170648494733292 0.100057586324239 0.068490395589847
"ufb6" 0.618419949207167 0.195729033336585 0 0.156671425849409 0.0739364449108202 0.1545988138475
"ufb7" 0.622940380599429 0.201291688956369 0.0733953683111989 0.153652993684311 0.0796030279979216 0.152189121691466
"ufb8" 0.618649984221373 0.196429678272262 0 0.155955051439074 0.0691886587211099 0.155390831993894
"ufb9" 0.788723157066297 0.256791243053926 0.467842589917571 0.219886174138319 0.126154048261363 0.14760254223265
"ufb10" 0.642423241290378 0.180299357812111 0.283954040749498 0.14764969383253 0.0933699206619985 0.101519930075134
"ufb11" 0.656960381608586 0.189989715670574 0.261117125240549 0.153220030635827 0.0924851350360129 0.112141604572094
"ufb12" 0.667025123071821 0.186798831086657 0.251149857098972 0.154078223943385 0.0994365384376317 0.121281051636012
"ufb13" 0.62661717752235 0.186690883300194 0.0319140616704828 0.141569342779744 0.0601510562693621 0.134560105125431
"ufb14" 0.580372783429116 0.170772293256108 0.221816928759388 0.13672659118526 0.083169046848277 0.0815461479528589
"ufb15" 0.624726233369368 0.201955980847375 0.0730052501884616 0.152159294333579 0.0804870768859335 0.152873249601687
"ufb16" 0.795677176283958 0.243784555858716 0.537164350336396 0.212491975049079 0.122267782764097 0.13203236341191
"ufb17" 0.644067145607513 0.212447425391968 0.0637640310792473 0.162873920130693 0.0779465006261139 0.16201481933344
"ufb18" 0.759200882654267 0.23844160791519 0.446546600580404 0.201458243148125 0.114652680345119 0.126237070214602
"ufb19" 0.744475953028948 0.245875024366633 0.240455312532802 0.200108344330293 0.115847729605658 0.164898134829689
"ufb20" 0.70639759884285 0.230992783120236 0.178220922520173 0.190084221446473 0.112729950774473 0.163798228467927
"ufb21" 0.649431695004491 0.163979073885955 0.535402583163649 0.137702908821302 0.0919576691845676 0.0608935790769275
"ufb22" 0.679065917527842 0.196553481580603 0.494491994848883 0.163597098680835 0.0976251145664405 0.0785149349331263
"ufb23" 0.598619119688802 0.174744228173828 0.359737609456402 0.145776632953366 0.0858150975010803 0.0727417773618006
"ufb24" 0.625653215672745 0.188293218445477 0.0520157891168012 0.144038893389978 0.0647629682792833 0.13629407727474
"ufb25" 0.686613543713302 0.21604591111589 0.167642080591955 0.170474366794916 0.106700065811321 0.147524485335402
"ufb26" 0.704385541879963 0.222981469821973 0.136242900175838 0.173198818891641 0.101675385856575 0.160315884884876
"ufb27" 0.692502454399835 0.195041511138685 0.545069989148683 0.167531508701355 0.0925905373222338 0.0764870096083532
"ufb28" 0.798714285714286 0.192332583476123 0.799937245739951 0.182815372046463 0.085353400018566 0.0408506525769523
"ufb29" 0.666193631452218 0.21410197240101 0.126592177394814 0.169796156083623 0.0954223729833448 0.145486027197943
"ufb30" 0.685082036689471 0.164789498350586 0.648942229717428 0.142201844190051 0.0822903232639376 0.0416428661259446
"ufb31" 0.589623779752111 0.190082808812399 0.365384769738181 0.159232002461661 0.085603561745434 0.070669710608941
"ufb32" 0.611986825320651 0.174559059477907 0.17927552078735 0.140864023944351 0.0895361469858607 0.102456672543233
"ufb33" 0.61937316139059 0.194531529099665 0.0211399334170948 0.150582695098632 0.0710851206601144 0.148135749032511
"ufb34" 0.648890684030583 0.199885340802159 0.105844318193268 0.156448675117927 0.0983718270017051 0.143256435057541
"ufb35" 0.658564291734356 0.189362984101358 0.412788455095186 0.156084098348579 0.0960430155526079 0.0892687531815588
"ufb36" 0.653732005521593 0.202894964858513 0.115342797793964 0.158835894346384 0.100960823743197 0.142933422870038
"ufb37" 0.679390604208485 0.200586784718261 0.371388007156059 0.17102950335867 0.0940912777315455 0.101752958859493
"ufb38" 0.639202183333496 0.202479597028084 0.187471537790834 0.161814596467561 0.0980927963371158 0.12567918314285
"ufb39" 0.650452947334661 0.203143775194881 0.148474870338083 0.158499502398853 0.100173788820055 0.138870758891371
"ufb40" 0.691920735759283 0.222771454331286 0.209687832134958 0.188678132145807 0.109981289905593 0.139050484557003
"ufb41" 0.669122144509747 0.192554388448906 0.408722578212067 0.157034914271929 0.0996254331917238 0.0929948211466823
"ufb42" 0.620604554704089 0.1959120016903 0.0100864602486451 0.154801973310824 0.0763857679823116 0.154846701982887
"ufb43" 0.791325711226675 0.268047304214448 0.461624220747878 0.230526322401948 0.153812229423533 0.177824250964445
"ufb44" 0.628742160449468 0.190807407628343 0.104559062616394 0.152942533786863 0.0882036605847144 0.13361376584089
"ufb45" 0.639318226936275 0.161160457328622 0.595705555663347 0.138852687674736 0.081828420480107 0.0379221356514631
"ufb46" 0.709007343645527 0.237922173269588 0.147268732260828 0.189289814311958 0.102819091536947 0.176616093856308
"ufb47" 0.616259795939883 0.188792860899619 0.0105662474935315 0.149790485574563 0.0583662397118577 0.145192722028971
"ufb48" 0.614223024564152 0.173836911120722 0.253312822809184 0.140456694700195 0.0917069901711095 0.0944669427027413
"ufb49" 0.75131009116257 0.239034250455047 0.492232138137654 0.209222858797988 0.123493679999749 0.12618681799442
"ufb50" 0.594234973656858 0.187073402125494 0.0730503918108073 0.13982307947092 0.0777371914600434 0.140259535346438
"ufb51" 0.732265588770686 0.230956088187505 0.2817861040965 0.190442706465903 0.111106930619785 0.148116745172183
"ufb52" 0.707996767095385 0.229785888010536 0.168866115108561 0.185577498362776 0.10053835676642 0.155834643619361
"ufb53" 0.602370104026569 0.190625228486714 0.0637313068011292 0.144857349456734 0.0770404197116731 0.142562135815755
"ufb54" 0.682566249602068 0.214971115881253 0.104574284077064 0.169112463656523 0.101290366066137 0.155971167056237
"ufb55" 0.620649036083676 0.191298909456656 0 0.152003324807431 0.0668992616117117 0.149072234638016
"ufb56" 0.627093631694437 0.189813006765666 0.0730010340172921 0.145808859642719 0.0817572837790762 0.128867385709949
"ufb57" 0.657618768058385 0.198733881517286 0.321198971476613 0.160795699077681 0.0970570857515532 0.0992843744711059
"ufb58" 0.675903707717316 0.175929650817745 0.585093086093638 0.152492515818536 0.0954247240689074 0.0545650640571533
"ufb59" 0.694762637947296 0.186355815262274 0.424417983749648 0.158730185929019 0.106545727447863 0.098900319506219
"ufb60" 0.732814288049698 0.240326033980062 0.28389340730537 0.198354272356487 0.121293553142832 0.158495996339404
"ufb61" 0.627275350505865 0.193520135904106 0.125751986851149 0.151308761720725 0.0929933113826118 0.128470893845207
"ufb62" 0.659419253325705 0.179924414054941 0.337645037565077 0.149373484069625 0.0944874912104092 0.101192816861621
"ufb63" 0.674855727423648 0.187574096301198 0.231205257573463 0.154351184426801 0.0986672241108699 0.126562024436661
"ufb64" 0.688865836791148 0.2040685407052 0.488643844011005 0.171539826635611 0.0974763364300063 0.0865096417251752
"ufb65" 0.686891794597859 0.197767202386677 0.409796064462535 0.169463833038436 0.0879048003007941 0.0987460650974941
"ufb66" 0.548778429078433 0.157186131143875 0.0103826963445075 0.119970744050121 0.0424617437528665 0.113177837982491
"ufb67" 0.741893163027873 0.18574730646768 0.659447306263661 0.169674455280645 0.104642531909716 0.066121167894786
"ufb68" 0.738083800373632 0.193516638043992 0.610331521214616 0.166511484066974 0.103884581496369 0.075031932767112
"ufb69" 0.657194540507947 0.204088093212545 0.0836486606925043 0.157080950696146 0.0895503674712035 0.147756641423282
"ufb70" 0.666452416341944 0.189051635538449 0.450787729656469 0.156329975465779 0.0998617814561848 0.0891287006812204
