"ci" "cci" "ri" "rc" "rhi" "rhiBar" "rci"
"1" NA NA NA NA NA NA NA
"2" 1 1 1 1 0 0 1
"3" 1 NA NA NA NA NA NA
"4" NA NA NA NA NA NA NA
"5" NA NA NA NA NA NA NA
"6" 0.666666666666667 0.840399079517119 0.833333333333333 0.555555555555556 0.166666666666667 0.172592336900242 0.834418821108195
"7" 1 NA NA NA NA NA NA
"8" 0.5 0.67410306477704 0.666666666666667 0.333333333333333 0.333333333333333 0.342827728208648 0.664500414778405
"9" 1 NA NA NA NA NA NA
"10" 1 NA NA NA NA NA NA
"11" 0.5 0.67410306477704 0.666666666666667 0.333333333333333 0.333333333333333 0.342827728208648 0.664500414778405
"12" 1 1 1 1 0 0 1
"13" 1 NA NA NA NA NA NA
"14" 1 1 1 1 0 0 1
"15" NA NA NA NA NA NA NA
"16" NA NA NA NA NA NA NA
"17" 1 1 1 1 0 0 1
"18" 1 1 1 1 0 0 1
"19" 1 1 1 1 0 0 1
"20" 0.4 0.834354743404487 0.8125 0.325 0.2 0.205338809034908 0.815930795355415
"21" 1 NA NA NA NA NA NA
"22" 0.5 0.610259601587092 0.6 0.3 0.4 0.415541242468315 0.594447046315749
"23" 1 1 1 1 0 0 1
"24" 0.75 0.935788725923378 0.928571428571429 0.696428571428571 0.0769230769230769 0.0767459708365311 0.930409251480804
"25" 0.75 0.9621575246213 0.954545454545455 0.715909090909091 0.0625 0.0628377529219555 0.944488986890966
"26" 0.6 0.812417624236748 0.8 0.48 0.2 0.211014982063727 0.801213536371927
"27" 0.6 0.812417624236748 0.8 0.48 0.2 0.211014982063727 0.801213536371927
"28" 1 NA NA NA NA NA NA
"29" 1 NA NA NA NA NA NA
"30" 1 1 1 1 0 0 1
"31" 1 1 1 1 0 0 1
"32" 0.6 0.507634774494265 0.5 0.3 0.5 0.509424350483953 0.498065064627472
"33" 0.4 0 0 0 1 1.02249488752556 -0.0230749575284836
"34" 0.428571428571429 0.442041192651278 0.428571428571429 0.183673469387755 0.571428571428571 0.588494924231278 0.4244312184142
"35" 0.5 0.639620207127108 0.625 0.3125 0.375 0.39380414807036 0.620361152875737
"36" 0.375 0.693765926363347 0.666666666666667 0.25 0.357142857142857 0.359789882708498 0.66614529732255
"37" 0.6 0.676900649426101 0.666666666666667 0.4 0.333333333333333 0.345781466113416 0.66425559007518
"38" 0.333333333333333 0.613695824474068 0.6 0.2 0.4 0.415973377703827 0.597347498686811
"39" 0.75 0.806062262199971 0.8 0.6 0.2 0.20708221163802 0.798923668346831
"40" 0.5 0.584758710028184 0.571428571428571 0.285714285714286 0.428571428571429 0.44457617071725 0.568371666129222
"41" 0.272727272727273 0.533715585707163 0.5 0.136363636363636 0.533333333333333 0.534938147776663 0.496316906123627
"42" 0.428571428571429 0.442041192651278 0.428571428571429 0.183673469387755 0.571428571428571 0.592768227622999 0.420021957833718
"43" 0.285714285714286 0.391755402070806 0.375 0.107142857142857 0.625 0.649266329048175 0.366389967097306
"44" 0.4 0.513011654253667 0.5 0.2 0.5 0.517955801104972 0.494580648204014
"45" 0.5 0.584758710028184 0.571428571428571 0.285714285714286 0.428571428571429 0.443721342996598 0.569246882649491
"46" 0.6 0.78981636675181 0.777777777777778 0.466666666666667 0.222222222222222 0.233345000583363 0.778507181644941
"47" 0.5 0.511632103717917 0.5 0.25 0.5 0.528820729772607 0.482131198443612
"48" 0.375 0.297058223466642 0.285714285714286 0.107142857142857 0.714285714285714 0.740960284528749 0.269317394149673
"49" 0.5 0.819101615503182 0.8 0.4 0.214285714285714 0.214423558001572 0.804275798080173
"50" 0.176470588235294 0.544960289456805 0.481481481481481 0.0849673202614379 0.636363636363636 0.639356989541946 0.407258658001464
"51" 0.6 0.812417624236748 0.8 0.48 0.222222222222222 0.221827861579414 0.79021737272347
"52" 0.5 0.884734752142669 0.863636363636364 0.431818181818182 0.1875 0.183519911910442 0.836057282243107
"53" 0.25 0.732934578863793 0.678571428571429 0.169642857142857 0.409090909090909 0.406210507311789 0.640314341626498
"54" 0.3 0.564353572571995 0.533333333333333 0.16 0.5 0.510687969650544 0.517657139189273
"55" 0.428571428571429 0.515758465547619 0.5 0.214285714285714 0.5 0.520901159005079 0.494185036305306
"56" 0.5 0.511632103717917 0.5 0.25 0.5 0.528820729772607 0.482131198443612
"57" 0.333333333333333 0.750210366124014 0.714285714285714 0.238095238095238 0.315789473684211 0.325803649000869 0.707809053846339
"58" 0.230769230769231 0.310193813958854 0.285714285714286 0.0659340659340659 0.769230769230769 0.754603078780562 0.266372758916043
"59" 0.3 0.384529180720877 0.363636363636364 0.109090909090909 0.636363636363636 0.66206374728081 0.357327935447483
"60" 0.428571428571429 0.84511834016411 0.818181818181818 0.350649350649351 0.222222222222222 0.21944261575598 0.805930121218079
"61" 0.272727272727273 0.697216380701399 0.652173913043478 0.177865612648221 0.421052631578947 0.430755976739177 0.60795524793616
"62" 0.75 0.671692239576498 0.666666666666667 0.5 0.333333333333333 0.339904826648538 0.665070464515628
"63" 0.375 0.462190164794712 0.444444444444444 0.166666666666667 0.555555555555556 0.57372346528973 0.443283039754977
"64" 0.375 0.767182488974139 0.736842105263158 0.276315789473684 0.294117647058824 0.300842358604091 0.727723508343494
"65" 0.230769230769231 0.635059587466052 0.583333333333333 0.134615384615385 0.5 0.515118734868387 0.527174244539647
"66" 0.25 0.592766920346648 0.55 0.1375 0.5 0.503891159509546 0.534405468754674
"67" 0.2 0.503709437587359 0.454545454545455 0.0909090909090909 0.631578947368421 0.626010746517815 0.414033867744546
"68" 0.2 0.442954598026941 0.4 0.08 0.666666666666667 0.669344042838019 0.365909736826522
"69" 0.214285714285714 0.651765785720297 0.592592592592593 0.126984126984127 0.478260869565217 0.486531912070414 0.563885256904919
"70" 0.25 0.705816629921666 0.653846153846154 0.163461538461538 0.45 0.454591372865946 0.587788902156618
"71" 0.176470588235294 0.442091897628222 0.391304347826087 0.0690537084398977 0.7 0.707034998232413 0.330545930043378
"72" 0.2 0.554484682059409 0.5 0.1 0.571428571428571 0.581705366232003 0.463314208627553
"73" 0.25 0.732934578863793 0.678571428571429 0.169642857142857 0.391304347826087 0.391764244983241 0.65603392323642
"74" 0.230769230769231 0.635059587466052 0.583333333333333 0.134615384615385 0.555555555555556 0.54981306355839 0.489289784625919
"75" 0.214285714285714 0.493773393668261 0.45 0.0964285714285714 0.611111111111111 0.625106552253225 0.411060967580738
"76" 0.25 0.567100681717745 0.526315789473684 0.131578947368421 0.529411764705882 0.528014080375477 0.508321820048163
"77" 0.272727272727273 0.45728764645753 0.428571428571429 0.116883116883117 0.615384615384615 0.624463351807041 0.400606837283871
"78" 0.375 0.79349035427118 0.761904761904762 0.285714285714286 0.294117647058824 0.300426605780208 0.728158352978804
"79" 0.230769230769231 0.543700585344867 0.5 0.115384615384615 0.588235294117647 0.598802395209581 0.435872537385699
"80" 0.214285714285714 0.697361355151343 0.633333333333333 0.135714285714286 0.478260869565217 0.472589792060492 0.579324191319666
"81" 0.136363636363636 0.485579796515125 0.40625 0.0553977272727273 0.791666666666667 0.794214772394767 0.244595000191825
"82" 0.176470588235294 0.497548367195661 0.44 0.0776470588235294 0.666666666666667 0.658142158706281 0.385943986656799
"83" 0.15 0.506361272000807 0.433333333333333 0.065 0.739130434782609 0.73008374490015 0.314159076120944
"84" 0.157894736842105 0.44381828716552 0.384615384615385 0.0607287449392713 0.727272727272727 0.735327910289995 0.304746435580165
"85" 0.12 0.263912930081782 0.214285714285714 0.0257142857142857 0.956521739130435 0.957645932181256 0.0519589525330622
"86" 0.2 0.503709437587359 0.454545454545455 0.0909090909090909 0.6 0.614407864420665 0.426931315512039
"87" 0.136363636363636 0.320434665395977 0.269230769230769 0.0367132867132867 0.863636363636364 0.868531724264034 0.156065577417134
"88" 0.1875 0.63604670030255 0.566666666666667 0.10625 0.565217391304348 0.566226752036239 0.48540317848486
"89" 0.157894736842105 0.384236868719412 0.333333333333333 0.0526315789473684 0.8 0.805720616376271 0.223490831214996
"90" 0.130434782608696 0.20021722401339 0.166666666666667 0.0217391304347826 0.952380952380952 0.949307005885703 0.0607818251671351
"91" 0.2 0.616807442659208 0.555555555555556 0.111111111111111 0.545454545454545 0.550433466354754 0.49815668781107
"92" 0.214285714285714 0.595128679509721 0.541666666666667 0.116071428571429 0.55 0.541311943309876 0.503356983486128
"93" 0.157894736842105 0.384236868719412 0.333333333333333 0.0526315789473684 0.761904761904762 0.775607154976005 0.258226799166158
"94" 0.1875 0.425969725774577 0.380952380952381 0.0714285714285714 0.684210526315789 0.695782487690002 0.339873341748158
"95" 0.15 0.403507649936841 0.346153846153846 0.0519230769230769 0.772727272727273 0.777107332236241 0.259231745069844
"96" 0.166666666666667 0.552398674418176 0.482758620689655 0.0804597701149425 0.652173913043478 0.65945660775521 0.388450170188488
