"quartet" "wQuartet" "cluster" "phylo" "mutual" "shared" "clusterNorm"
"mb49" 0.792457885010631 0.796167349670632 0.237743218058816 0.539276545620992 0.180498020332722 0.119361893587856 0.15414060576967
"mb50" 0.729411764705882 0.832651796778191 0.230386889651449 0.729218069582082 0.186516198596007 0.0901849136923245 0.103146898146224
"mb51" 0.835294117647059 0.894535367545076 0.246299391590543 0.835150976675462 0.206701581408186 0.103570868357816 0.121690211052974
"mb52" 0.743336002568179 0.812252463174324 0.234146668486997 0.634631001595141 0.188389693738373 0.121341886269605 0.134403551321802
"mb53" 0.693399955554262 0.766876497161055 0.267797401235868 0.128735411584364 0.1804835167992 0.105496507649963 0.232243157400717
"mb54" 0.773809523809524 0.846541104003791 0.237609503559581 0.773652385122266 0.196577510763238 0.0971496607670735 0.110700296219362
"mb55" 0.713971802982443 0.769315168693426 0.215333437451097 0.587888950518378 0.172126661226996 0.105886034175112 0.113140124889138
"mb56" 0.751845683358573 0.765600443745955 0.228580103151232 0.536101744552632 0.174580192198048 0.102646579546844 0.127480622997273
"mb57" 0.719389197216177 0.684990830689929 0.197706654671882 0.361841025059263 0.143516185816436 0.0982704989861719 0.129072489972278
"mb58" 0.941176470588235 0.921599683231043 0.226264957598656 0.941083883768841 0.197634884527602 0.0998329389584631 0.0983434878385391
"mb59" 0.698314436091912 0.738311775691119 0.21374871975996 0.328561566355118 0.157669694299869 0.105341345175926 0.1567565745736
"mb60" 0.680267435032635 0.705691785645688 0.210114561784158 0.22671147567123 0.153375648156432 0.0997090759813405 0.122912430774818
"mb61" 0.787321692527394 0.784580315353593 0.202139505651082 0.55102827008143 0.152664692487941 0.100527634796923 0.114620125979431
"mb62" 0.835448298216148 0.827577694269962 0.189605635431482 0.712815941552168 0.151850269155225 0.0954972614004279 0.0831574602563698
"mb63" 0.685201196499441 0.753946407344285 0.254826699034499 0.128784967795072 0.171968225136339 0.0994804587642312 0.218114586677099
"mb64" 0.834963888955205 0.84212050385753 0.247961613284182 0.702213517415329 0.204150452686741 0.128444060605991 0.149739784521886
"mb65" 0.727780939812024 0.762847144665326 0.210267038650607 0.480388174228397 0.161781251184647 0.113897477222796 0.134626440904615
"mb66" 0.597560975609756 0.691476839991692 0.220381300624524 0.402998107522714 0.17331418778075 0.0842026245943685 0.0896307840976177
"mb67" 0.80952380952381 0.881989618240357 0.22310945500121 0.809301832116495 0.185566479705675 0.0925970181410073 0.0935807301725706
"mb68" 0.761904761904762 0.836905641783691 0.246257289847008 0.758989642874759 0.205412077160945 0.099470343920929 0.12158090832562
"mb69" 0.710977427598551 0.716928704971367 0.195782037436518 0.328934193163134 0.138118767039934 0.091975297031246 0.137293354109934
"mb70" 0.64954501540029 0.692686073349891 0.200011701145752 0.0945920438121564 0.13761604675102 0.0841218559745159 0.155900879904539
"mb71" 0.683681828657527 0.704567930705224 0.196801752916179 0.190237056132904 0.142688962999475 0.0873131154234467 0.119625375834612
"mb72" 0.870588235294118 0.890518813194099 0.19116216182655 0.870384544291451 0.159251760419458 0.0783452607502435 0.0574371534107185
"mb73" 0.678450574807507 0.722612891546353 0.238057685029629 0.105352707058984 0.162914647971989 0.086051768969295 0.201060091285685
"mb74" 0.660567820204392 0.693077307455822 0.193779440901164 0.0947222768472711 0.13509198552758 0.0828679629728438 0.146184755537214
"mb75" 0.872602303172784 0.832034961048831 0.208842347489436 0.710413379816005 0.165468019813441 0.098737263070213 0.105628732120348
"mb76" 0.698354659202841 0.742394438729176 0.236311451424269 0.163700625831135 0.161532535892386 0.101484902642746 0.196309431047579
"mb77" 0.664725361342515 0.711641919306865 0.228643984472545 0.106592793405084 0.15542542953445 0.0867248202429895 0.190962011346827
"mb78" 0.686119670782607 0.750646175516261 0.250103635794115 0.116937037274602 0.168688288345186 0.103194257304987 0.212740838944437
"mb79" 0.845238095238095 0.8609109032357 0.193235239661998 0.845000704369181 0.160637832493243 0.0793003105749193 0.0595149954700317
"mb80" 0.7667023303566 0.759078566256336 0.185615191946565 0.561017591863758 0.143042130041379 0.105013038944922 0.107498162371556
"mb81" 0.690126940465028 0.76074292296106 0.259912701374802 0.121363460430427 0.174698800269323 0.100302071427869 0.223760677688541
"mb82" 0.728293836402304 0.779284183118035 0.215043713911695 0.499239272992937 0.170301008481148 0.112388530864901 0.129124247317113
"mb83" 0.745677156001258 0.734141359929633 0.183530643063986 0.539436902540366 0.138211224868247 0.0912595890383889 0.0936011085627623
"mb84" 0.75609756097561 0.777118712927602 0.181209032584005 0.755758722713507 0.151037337454493 0.0719839114791556 0.0432429409831758
"mb85" 0.776470588235294 0.782740642751537 0.185444490076592 0.776294230960289 0.149944497167755 0.0725680622447747 0.0507741800603695
"mb86" 0.650602409638554 0.713604816456225 0.196298596638245 0.650318580395255 0.152131054843753 0.0698046262741605 0.0605944995070216
"mb87" 0.701929078159725 0.663309642474466 0.184586051969261 0.307051007376943 0.130541576866651 0.0867793815597928 0.120698939658046
"mb88" 0.741476660490369 0.73993553254235 0.18286652493131 0.496596583396554 0.139813659078017 0.104055092233073 0.11271738023487
"mb89" 0.773228142374881 0.771201969879173 0.188638711367156 0.629306463076754 0.144268949371497 0.0906513399961644 0.0823067994298794
"mb90" 0.729411764705882 0.801679328268692 0.218906331005411 0.72898586533667 0.178155301378483 0.0866854677993646 0.0897682608877581
"mb91" 0.652705416910467 0.693356195373185 0.192999783295867 0.097004057036408 0.136604455964948 0.0819983922075004 0.143312712164708
"mb92" 0.651486408766242 0.692859797793551 0.195683668320957 0.0946517544455716 0.135531907340362 0.0785878336770427 0.149899515186697
"mb93" 0.758946513726145 0.769536727043809 0.193195820286164 0.595476980716779 0.147602864795736 0.0865442756769973 0.0879005625043692
"mb94" 0.662650602409639 0.644465615797679 0.167725695736284 0.662386110840759 0.127407767429396 0.0601681978355386 0.0294479649930764
"mb95" 0.658429183218836 0.656017259168933 0.174962314635787 0.182178905408113 0.125438500805475 0.076261627676551 0.103933556781938
"mb96" 0.778534870524204 0.789654129272966 0.201120445795014 0.597465857688685 0.156528517505613 0.093740967440902 0.0967679129732833
"mb97" 0.705882352941177 0.613033905768384 0.150830316397916 0.705652942544252 0.120330804525982 0.055629889122795 0.0104372515252433
"mb98" 0.715410514683969 0.749455090854159 0.204810677863947 0.411661925073754 0.154831552918265 0.100675179107926 0.136740732879597
"mb99" 0.741176470588235 0.822114552690777 0.223957972869716 0.740769088582902 0.184894122096911 0.0896974403945136 0.095655089756102
"mb100" 0.654263004252052 0.688249697847484 0.193609288554439 0.0946517544455716 0.133994436471555 0.0808097343055817 0.147707055359949
"mb101" 0.729411764705882 0.79238572761194 0.217021186776127 0.72898586533667 0.177500190625391 0.086552947940307 0.0875714461158402
"mb102" 0.80952380952381 0.803670281337681 0.181846785066875 0.809290375942255 0.149656237023602 0.0739695594721488 0.0454446425427393
"mb103" 0.865853658536585 0.886391007627459 0.183574607182498 0.865667297492429 0.15634759699235 0.0761108655132955 0.0460071143629596
