"quartet" "wQuartet" "cluster" "phylo" "mutual" "shared" "clusterNorm"
"mb49" 0.636109986847288 0.723455597552095 0.234203707266004 0.131817635242858 0.159995379137984 0.0807920574972811 0.196219202305243
"mb50" 0.841696059972421 0.869003076411408 0.24835397903377 0.719811460081043 0.196819625072728 0.128507125149421 0.147038066297189
"mb51" 0.646168842787629 0.713469351653697 0.214942523339134 0.133077423657525 0.149195534132609 0.0861882811955415 0.165337673442982
"mb52" 0.758451327171961 0.796395278143682 0.212359560106915 0.51474985930647 0.156584413700082 0.103173229266673 0.122880817376362
"mb53" 0.745999295665245 0.799491118350653 0.208892263772102 0.598130567744291 0.158710964600314 0.0937129338464403 0.102317283565306
"mb54" 0.755487162890081 0.748157196411272 0.218607462402344 0.481489228772661 0.158431291207327 0.0943587659976107 0.130166409969297
"mb55" 0.792473212151073 0.790117513454797 0.226854557769949 0.564603272712724 0.172691892023232 0.117655910442614 0.139152403578024
"mb56" 0.799164252510155 0.811701011933445 0.208475525016561 0.624374105949512 0.153079699994682 0.0933906997835832 0.102094020106963
"mb57" 0.651179955653085 0.714497519234537 0.207568193099865 0.205372658450734 0.146974925334201 0.0896285527878358 0.137378868500689
"mb58" 0.804878048780488 0.859020310633214 0.224483306608463 0.804771951317055 0.180340099222506 0.0892065754168099 0.0909592946312022
"mb59" 0.798706045715443 0.78344177468108 0.220949777714277 0.662463044197973 0.172800787308593 0.105475423511912 0.116549080518439
"mb60" 0.926829268292683 0.92745883400089 0.243124935963552 0.926784980535394 0.205204878874947 0.103415514724721 0.113181574044344
"mb61" 0.810600139394417 0.828387722916414 0.241513298328173 0.674451786256624 0.189254676629305 0.115353181899625 0.139868323199383
"mb62" 0.819277108433735 0.8785746273431 0.244055163666225 0.819158301152748 0.199382747255466 0.100272369391444 0.115269035345298
"mb63" 0.702596098889803 0.716961801354948 0.19189682639034 0.335903942644564 0.133429756259095 0.0914718963676532 0.131450336435123
"mb64" 0.719512195121951 0.86451116243264 0.249843221529575 0.634491158219571 0.194128805794097 0.0928067738808706 0.120685534110539
"mb65" 0.640276405383608 0.697439619136089 0.209477401164061 0.107665849506093 0.140551824360575 0.0734870657343877 0.164754767963661
"mb66" 0.775207797831509 0.820149037865535 0.218594073015088 0.553839568943918 0.164919363761792 0.114705782435624 0.130151505119014
"mb67" 0.652047297055221 0.722034151366901 0.22740313670918 0.155746659235754 0.152938895387181 0.0755967409334096 0.188510735162798
"mb68" 0.62598885927224 0.709963934781096 0.22590952714122 0.119741188563516 0.150236360932527 0.0744791913796147 0.18751238520475
"mb69" 0.746987951807229 0.838627187079408 0.218413178498482 0.746821621613848 0.171412733379519 0.0837628621492773 0.0852585674080553
"mb70" 0.866205043304683 0.852560836548026 0.233897367743298 0.733368340096561 0.18595541574227 0.112574262200805 0.130895195527189
"mb71" 0.676494841254812 0.727833495725306 0.212848290449955 0.277984582653475 0.153132403254541 0.0951851993547724 0.134945111525478
"mb72" 0.704633540706713 0.756057838837639 0.221886248922742 0.350798037972162 0.15946467855398 0.102656304521895 0.133864426521606
"mb73" 0.783607341020111 0.803812543500116 0.228089670188127 0.52649930989361 0.170535873817829 0.118388103795629 0.151620635319674
