"ci" "cci" "ri" "rc" "rhi" "rhiBar" "rci"
"1" 0.5 0.961477338034722 0.95 0.475 0.0666666666666667 0.067444526876644 0.943511887316789
"2" NA NA NA NA NA NA NA
"3" 1 1 1 1 0 0 1
"4" 1 1 1 1 0 0 1
"5" NA NA NA NA NA NA NA
"6" 1 1 1 1 0 0 1
"7" NA NA NA NA NA NA NA
"8" NA NA NA NA NA NA NA
"9" NA NA NA NA NA NA NA
"10" 1 NA NA NA NA NA NA
"11" 1 NA NA NA NA NA NA
"12" NA NA NA NA NA NA NA
"13" NA NA NA NA NA NA NA
"14" NA NA NA NA NA NA NA
"15" NA NA NA NA NA NA NA
"16" 0.5 0.94858061884976 0.9375 0.46875 0.0769230769230769 0.0751710140569796 0.935613337098281
"17" 0.4 0.880637565101805 0.857142857142857 0.342857142857143 0.1875 0.188714851858841 0.83309913621966
"18" 0.5 0.91077103773503 0.894736842105263 0.447368421052632 0.142857142857143 0.138705874193772 0.876474781631518
"19" 0.666666666666667 0.840399079517119 0.833333333333333 0.555555555555556 0.166666666666667 0.171556013038257 0.835464664425037
"20" 0.5 0.79124197125639 0.777777777777778 0.388888888888889 0.222222222222222 0.235072872590503 0.77814827939373
"21" 1 1 1 1 0 0 1
"22" 0.5 0.819101615503182 0.8 0.4 0.214285714285714 0.218786464410735 0.799793315698028
"23" 1 NA NA NA NA NA NA
"24" 0.428571428571429 0.656592635717079 0.636363636363636 0.272727272727273 0.363636363636364 0.385839683611459 0.633647604751502
"25" 0.333333333333333 0.896005649795258 0.875 0.291666666666667 0.153846153846154 0.150342028113959 0.869779662443783
"26" 0.6 0.846343353778314 0.833333333333333 0.5 0.181818181818182 0.178938892368256 0.833848814760639
"27" 0.666666666666667 0.864432573931813 0.857142857142857 0.571428571428571 0.142857142857143 0.1478633742422 0.859378524506742
"28" 1 1 1 1 0 0 1
"29" 0.666666666666667 0.806762867748192 0.8 0.533333333333333 0.2 0.207770621234158 0.7989228469378
"30" 1 NA NA NA NA NA NA
"31" 1 NA NA NA NA NA NA
"32" 0.75 0.806062262199971 0.8 0.6 0.2 0.2040399918384 0.801990077552426
"33" 0.5 0.884960459125897 0.875 0.4375 0.125 0.133886731824876 0.875950335589982
"34" 1 1 1 1 0 0 1
"35" 0.6 0.507634774494265 0.5 0.3 0.5 0.509554140127389 0.497933273910141
"36" 0.25 0.258657111846066 0.25 0.0625 0.75 0.777000777000777 0.230717056339831
"37" 0.6 0.338409930231624 0.333333333333333 0.2 0.666666666666667 0.679809653297077 0.325066046374416
"38" 0.5 0.584758710028184 0.571428571428571 0.285714285714286 0.428571428571429 0.460900291903518 0.551658799793316
"39" 0.6 0.338409930231624 0.333333333333333 0.2 0.666666666666667 0.684462696783025 0.320341899957395
"40" 1 1 1 1 0 0 1
"41" 0.75 0.671692239576498 0.666666666666667 0.5 0.333333333333333 0.339904826648538 0.665070464515628
"42" 0.5 0.584758710028184 0.571428571428571 0.285714285714286 0.428571428571429 0.441241359023386 0.571786036353092
"43" 0.5 0.890882901991866 0.869565217391304 0.434782608695652 0.157894736842105 0.161629222563439 0.858616222340032
"44" 0.428571428571429 0.343781132710934 0.333333333333333 0.142857142857143 0.666666666666667 0.687757909215956 0.322023922626443
"45" 0.6 0.923741656628199 0.909090909090909 0.545454545454545 0.111111111111111 0.10960705869458 0.904563678263843
"46" 0.428571428571429 0.84511834016411 0.818181818181818 0.350649350649351 0.235294117647059 0.230733733271804 0.794199709500398
"47" 0.75 0.95752492893174 0.95 0.7125 0.0666666666666667 0.066831517743768 0.940442698604926
"48" 0.5 0 0 0 1 1.02669404517454 -0.0273100082662283
"49" 0.428571428571429 0.442041192651278 0.428571428571429 0.183673469387755 0.571428571428571 0.588321812031181 0.424609839588172
"50" 0.333333333333333 0.655916201859325 0.625 0.208333333333333 0.4 0.405131667792032 0.624183674273877
"51" 0.5 0.744431103062526 0.727272727272727 0.363636363636364 0.272727272727273 0.28957528957529 0.727154599220188
"52" 0.2 0.769489897614425 0.733333333333333 0.146666666666667 0.307692307692308 0.315208825847124 0.718164932971889
"53" 0.3 0.706220838449455 0.666666666666667 0.2 0.368421052631579 0.374431666220915 0.662392914437907
"54" 0.6 0.676900649426101 0.666666666666667 0.4 0.333333333333333 0.345781466113416 0.66425559007518
"55" 0.272727272727273 0.410306569383002 0.384615384615385 0.104895104895105 0.666666666666667 0.674195179504467 0.347492472201281
"56" 0.272727272727273 0.661498118313995 0.619047619047619 0.168831168831169 0.421052631578947 0.434404865334492 0.604038071757078
"57" 0.3 0.440678079315778 0.416666666666667 0.125 0.636363636363636 0.626286123288897 0.39519700359747
"58" 0.272727272727273 0.740661135790587 0.692307692307692 0.188811188811189 0.380952380952381 0.388991539434017 0.652844221493535
"59" 0.2 0.530181152203646 0.478260869565217 0.0956521739130435 0.6 0.604655850045349 0.437775734262059
"60" 0.230769230769231 0.653405755505093 0.6 0.138461538461538 0.5 0.492877914140667 0.55148994580567
"61" 0.272727272727273 0.45728764645753 0.428571428571429 0.116883116883117 0.615384615384615 0.610873549175321 0.415126646152994
"62" 0.375 0.640246072374009 0.615384615384615 0.230769230769231 0.416666666666667 0.413393964448119 0.610240474246909
"63" 0.375 0.640246072374009 0.615384615384615 0.230769230769231 0.416666666666667 0.411048997040447 0.612684810979972
"64" 0.25 0.705816629921666 0.653846153846154 0.163461538461538 0.428571428571429 0.427512825384762 0.617166753147168
"65" 0.1875 0.425969725774577 0.380952380952381 0.0714285714285714 0.684210526315789 0.690534367364283 0.345754477674599
"66" 0.3 0.234915531898585 0.222222222222222 0.0666666666666667 0.777777777777778 0.809342120476356 0.201537241953049
"67" 0.25 0.592766920346648 0.55 0.1375 0.5 0.507528336998816 0.530471277691058
"68" 0.214285714285714 0.573042340771105 0.521739130434783 0.111801242236025 0.611111111111111 0.622629761702609 0.413785293709603
"69" 0.272727272727273 0.498034051646669 0.466666666666667 0.127272727272727 0.571428571428571 0.568787771062922 0.460111263707783
"70" 0.2 0.576881486047634 0.52 0.104 0.571428571428571 0.573942988329826 0.471957810471057
"71" 0.230769230769231 0.686110792772932 0.62962962962963 0.145299145299145 0.476190476190476 0.475511174512601 0.570496172602654
"72" 0.272727272727273 0.355531135630717 0.333333333333333 0.0909090909090909 0.666666666666667 0.699056274030059 0.32095098891783
"73" 0.2 0.666980234812419 0.6 0.12 0.521739130434783 0.515552500429627 0.537093621679153
"74" 0.25 0.683280737430632 0.647058823529412 0.161764705882353 0.4 0.394114555964267 0.639581921763965
"75" 0.176470588235294 0.522143060653367 0.461538461538462 0.081447963800905 0.636363636363636 0.644982954021929 0.400873170351289
"76" 0.25 0.719863614934422 0.666666666666667 0.166666666666667 0.428571428571429 0.43256752859752 0.611679201021223
