"ci" "cci" "ri" "rc" "rhi" "rhiBar" "rci"
"1" 1 NA NA NA NA NA NA
"2" 1 NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA
"4" 1 NA NA NA NA NA NA
"5" 1 NA NA NA NA NA NA
"6" NA NA NA NA NA NA NA
"7" NA NA NA NA NA NA NA
"8" 1 NA NA NA NA NA NA
"9" 1 NA NA NA NA NA NA
"10" NA NA NA NA NA NA NA
"11" NA NA NA NA NA NA NA
"12" 1 1 1 1 0 0 1
"13" NA NA NA NA NA NA NA
"14" NA NA NA NA NA NA NA
"15" NA NA NA NA NA NA NA
"16" NA NA NA NA NA NA NA
"17" 0.75 0.755668454103621 0.75 0.5625 0.25 0.259067357512953 0.746530521422128
"18" 1 1 1 1 0 0 1
"19" 0.5 0.508524379006895 0.5 0.25 0.5 0.516929439131559 0.491303145172214
"20" 1 1 1 1 0 0 1
"21" 0.75 0.755668454103621 0.75 0.5625 0.25 0.25706940874036 0.748544003995029
"22" 0.333333333333333 0.829473254022576 0.8 0.266666666666667 0.266666666666667 0.260145681581686 0.766644593661703
"23" 0.666666666666667 0.952778424512206 0.944444444444444 0.62962962962963 0.0666666666666667 0.0691897875873521 0.93892050281425
"24" NA NA NA NA NA NA NA
"25" 0.75 0.503759540196178 0.5 0.375 0.5 0.512557662737058 0.491106998600832
"26" NA NA NA NA NA NA NA
"27" 0.5 0.916190261624812 0.9 0.45 0.133333333333333 0.130072840790843 0.885311506757787
"28" 0.4 0.41037789075805 0.4 0.16 0.6 0.615510874025441 0.394460822875987
"29" 0.5 0.910334993802087 0.9 0.45 0.111111111111111 0.109505037231713 0.900681599947856
"30" 0.666666666666667 0 0 0 1 1.01844262295082 -0.0185967341380592
"31" 0.75 0.806062262199971 0.8 0.6 0.2 0.2040399918384 0.801990077552426
"32" 0.75 0.863673062053987 0.857142857142857 0.642857142857143 0.142857142857143 0.153633430634506 0.852806104654558
"33" 1 1 1 1 0 0 1
"34" 0.75 0.503759540196178 0.5 0.375 0.5 0.512557662737058 0.491106998600832
"35" 0.428571428571429 0.8533795955838 0.826086956521739 0.354037267080745 0.210526315789474 0.210238620834647 0.815500793854857
"36" 0.666666666666667 0.67226952785023 0.666666666666667 0.444444444444444 0.333333333333333 0.340831629175187 0.664707161124584
"37" 0.333333333333333 0.808626883791526 0.769230769230769 0.256410256410256 0.285714285714286 0.283433322310926 0.752627192856708
"38" 0.5 0.610259601587092 0.6 0.3 0.4 0.415541242468315 0.594447046315749
"39" 0.5 0.832437127985693 0.818181818181818 0.409090909090909 0.2 0.202983862782909 0.81085103246884
"40" 1 1 1 1 0 0 1
"41" 1 NA NA NA NA NA NA
"42" 0.375 0.849339896912877 0.814814814814815 0.305555555555556 0.238095238095238 0.234060481228349 0.79773213202997
"43" 0.6 0.6091859622315 0.6 0.36 0.4 0.419815281276238 0.58906174664353
"44" 0.666666666666667 0.840399079517119 0.833333333333333 0.555555555555556 0.166666666666667 0.171556013038257 0.835464664425037
"45" 0.5 0.890508433641094 0.875 0.4375 0.142857142857143 0.148312940304042 0.866650123413093
"46" 0.3 0.595320878002966 0.5625 0.16875 0.466666666666667 0.481165795985703 0.5489682736545
"47" 0.375 0.841785290218035 0.807692307692308 0.302884615384615 0.238095238095238 0.238971466806863 0.792569437045713
"48" 0.5 0.508524379006895 0.5 0.25 0.5 0.51150895140665 0.496817012018241
"49" 0.375 0.38993058265957 0.375 0.140625 0.625 0.649350649350649 0.364598659070699
"50" 0.5 0.584758710028184 0.571428571428571 0.285714285714286 0.428571428571429 0.44457617071725 0.568371666129222
"51" 0.285714285714286 0.809037023666898 0.772727272727273 0.220779220779221 0.294117647058824 0.287257267608871 0.745637349229034
"52" 0.333333333333333 0.763978654750162 0.727272727272727 0.242424242424242 0.375 0.367039823820885 0.66430488366459
"53" 0.285714285714286 0.522485397540943 0.5 0.142857142857143 0.5 0.527648796960743 0.493556844437641
"54" 0.4 0.586344763186274 0.571428571428571 0.228571428571429 0.428571428571429 0.443590122726601 0.5709234037017
"55" 0.333333333333333 0.599517971905701 0.571428571428571 0.19047619047619 0.461538461538462 0.460157987575734 0.566300638482026
"56" 0.230769230769231 0.7007566393113 0.642857142857143 0.148351648351648 0.454545454545455 0.45134500812421 0.59697685778527
"57" 0.25 0.705816629921666 0.653846153846154 0.163461538461538 0.428571428571429 0.425733207190161 0.619099196294533
"58" 0.333333333333333 0.740024617434189 0.714285714285714 0.238095238095238 0.307692307692308 0.313381385145722 0.711255104936146
"59" 0.3 0.668795455330556 0.631578947368421 0.189473684210526 0.411764705882353 0.409500409500409 0.625076315692351
"60" 0.3 0.440678079315778 0.416666666666667 0.125 0.636363636363636 0.624275394631232 0.397325635788724
"61" 0.333333333333333 0.629585839130731 0.6 0.2 0.428571428571429 0.426590828297192 0.601601594943876
"62" 0.3 0.774924872779336 0.730769230769231 0.219230769230769 0.333333333333333 0.334560053529609 0.704910748117354
"63" 0.333333333333333 0.679169202776514 0.647058823529412 0.215686274509804 0.375 0.380179951843873 0.650458757195952
"64" 0.428571428571429 0.619017822449634 0.6 0.257142857142857 0.4 0.422877682630299 0.595386638790693
"65" 0.230769230769231 0.543700585344867 0.5 0.115384615384615 0.555555555555556 0.574679616114016 0.462165815022848
"66" 0.176470588235294 0.497548367195661 0.44 0.0776470588235294 0.736842105263158 0.740662363771029 0.292499388917072
"67" 0.230769230769231 0.514941895916354 0.473684210526316 0.109311740890688 0.588235294117647 0.590632567479771 0.44477549641506
"68" 0.1875 0.618987405634137 0.551724137931034 0.103448275862069 0.565217391304348 0.556459207259652 0.496413327120203
"69" 0.157894736842105 0.518146828431662 0.448275862068966 0.0707803992740472 0.695652173913043 0.696227318219399 0.349980074053182
"70" 0.3 0.750813516675227 0.708333333333333 0.2125 0.388888888888889 0.386740331491713 0.649288154065036
"71" 0.230769230769231 0.653405755505093 0.6 0.138461538461538 0.5 0.503423278292388 0.539957557417212
"72" 0.3 0.722413809413909 0.681818181818182 0.204545454545455 0.368421052631579 0.368537432873539 0.668671465462744
"73" 0.230769230769231 0.593467440309816 0.545454545454545 0.125874125874126 0.526315789473684 0.524879277766114 0.516510906655589
"74" 0.2 0.616807442659208 0.555555555555556 0.111111111111111 0.571428571428571 0.570939194975735 0.475303468754705
"75" 0.333333333333333 0.599517971905701 0.571428571428571 0.19047619047619 0.461538461538462 0.452761847268337 0.574076702529015
"76" 0.285714285714286 0.391755402070806 0.375 0.107142857142857 0.625 0.677139761646804 0.337257881670322
"77" 0.214285714285714 0.668014145792328 0.607142857142857 0.130102040816327 0.478260869565217 0.477741585233442 0.573617439157271
"78" 0.375 0.38993058265957 0.375 0.140625 0.625 0.651126448756349 0.362751399397695
"79" 0.3 0.805004081598239 0.758620689655172 0.227586206896552 0.304347826086957 0.304599451720987 0.736950507087265
"80" 0.272727272727273 0.7273132918195 0.68 0.185454545454545 0.421052631578947 0.421829686264171 0.617540736942494
"81" 0.157894736842105 0.384236868719412 0.333333333333333 0.0526315789473684 0.8 0.787362826632548 0.244662579194564
"82" 0.125 0.420046308374199 0.34375 0.04296875 0.875 0.875 0.151789793361841
"83" 0.130434782608696 0.428449705912074 0.354838709677419 0.0462833099579243 0.833333333333333 0.839066957543212 0.193308183217606
"84" 0.166666666666667 0.508023057989681 0.444444444444444 0.0740740740740741 0.681818181818182 0.679163270850312 0.365859497127378
"85" 0.166666666666667 0.456762537229802 0.4 0.0666666666666667 0.75 0.736557819788853 0.300177696319491
"86" 0.15 0.339607921684553 0.291666666666667 0.04375 0.80952380952381 0.806910955002848 0.224474118357482
"87" 0.166666666666667 0.552398674418176 0.482758620689655 0.0804597701149425 0.652173913043478 0.646858424252879 0.402904191170552
"88" 0.136363636363636 0.35288328432311 0.296296296296296 0.0404040404040404 0.904761904761905 0.897115066811464 0.12208352674074
"89" 0.176470588235294 0.376277544676315 0.333333333333333 0.0588235294117647 0.736842105263158 0.756593169044531 0.274488229656932
"90" 0.157894736842105 0.415192316487666 0.36 0.0568421052631579 0.761904761904762 0.749519838853235 0.28834758778992
"91" 0.230769230769231 0.543700585344867 0.5 0.115384615384615 0.555555555555556 0.557786702365016 0.480589885672244
"92" 0.166666666666667 0.42800751334991 0.375 0.0625 0.714285714285714 0.729571984435798 0.308164339878963
"93" 0.125 0.336250000263507 0.275862068965517 0.0344827586206897 0.91304347826087 0.904860392967942 0.115465280197664
