"quartet" "cluster" "phylo" "mutual" "shared" "clusterNorm"
"mb49" 0.892712130082529 0.274188960265959 0.70426042227842 0.224502409252506 0.144046878714879 0.182621867889783
"mb50" 0.735824070857937 0.208542640086954 0.5533122454832 0.16260280324347 0.100293525864914 0.108858028003312
"mb51" 0.809759817003431 0.225551422566143 0.585965939339525 0.184235130297158 0.0906387281943624 0.100309277127346
"mb52" 0.931921630714427 0.272922706223193 0.880877969935794 0.232833722333544 0.116800205630307 0.155805211398635
"mb53" 0.832682177091033 0.248638306552924 0.52266698784608 0.192790701323552 0.130285340213876 0.168691456284834
"mb54" 0.760622086877373 0.247768009233886 0.118038870204303 0.172819688282057 0.089283602732089 0.21156651817321
"mb55" 0.845290316494505 0.210044589786678 0.704386397812243 0.171178532685559 0.106100607956138 0.1104783675639
"mb56" 0.821120075937352 0.216238358640911 0.716023521598411 0.176126617322844 0.11000057464685 0.117328892246742
"mb57" 0.950517318938372 0.233233297689835 0.940406048643802 0.204741730481433 0.10370374818027 0.109797564274098
"mb58" 0.870426534167903 0.232362801937004 0.704182747450244 0.18696397977943 0.119421881659436 0.135574145456041
"mb59" 0.817605525528367 0.220269019327461 0.576478028486908 0.171079499454629 0.115406924881601 0.138094852282407
"mb60" 0.816754584275308 0.212950733254625 0.776430742596696 0.178971522260176 0.0848795084232537 0.0869370252857982
"mb61" 0.851683701405366 0.23556987305004 0.610242829097218 0.186968497020633 0.126310554683354 0.154811631991674
"mb62" 0.77898404707137 0.218581561136587 0.352043397857356 0.163667945727858 0.114301382807114 0.16291509114319
"mb63" 0.751942272920322 0.247951733010352 0.141738286293015 0.172858584503885 0.0904966915615322 0.211759709314208
"mb64" 0.847445255474453 0.229351015971368 0.788092451643873 0.191086447185489 0.0931431885005254 0.105963141637353
"mb65" 0.808836421015721 0.209459709031678 0.807212190516395 0.177406476539944 0.0880335715223914 0.0817043931980185
"mb66" 0.696631634994485 0.203035352457345 0.309234843981172 0.150801242265102 0.092315214828258 0.118473156764325
"mb67" 0.688568526471479 0.193307080724407 0.165901555498485 0.135491364611202 0.0742414553762708 0.146365013978455
"mb68" 0.824160447761194 0.174485120488644 0.807069909975236 0.143388478187878 0.0696867162836061 0.0406245653806596
"mb69" 0.828385418569477 0.233672415059433 0.516242704683247 0.180420775759879 0.125484463089322 0.162441883677594
"mb70" 0.724359763605023 0.171154990005738 0.611553114154642 0.130500777409102 0.0791011317525002 0.0669750768554809
"mb71" 0.751315118008896 0.240412566026516 0.118043416560447 0.167919987627136 0.0809613420340043 0.203650870594831
"mb72" 0.761075705921889 0.202484034654817 0.492952651058011 0.155866400620867 0.106376237466596 0.128525286637554
"mb73" 0.714845387796722 0.193790583016419 0.329911539592983 0.138960910256816 0.0944946154405785 0.13641717482612
"mb74" 0.887062356753339 0.195953878727325 0.823313658543637 0.163653261146317 0.0773360489528787 0.067218820579686
"mb75" 0.791516633829291 0.211262524514959 0.623535520878077 0.16941950138405 0.101138531032913 0.112123842730589
"mb76" 0.67721636128077 0.169020531179282 0.670476968418633 0.132321692548181 0.0579163597181472 0.035973200425664
"mb77" 0.666020546617561 0.183497856903928 0.255111929434458 0.134628984225519 0.0729878303073668 0.1072808646192
"mb78" 0.736322405809627 0.233064438809518 0.130153268482296 0.160972287909109 0.0874847063132668 0.195944035539056
"mb79" 0.697413453878859 0.190715680751391 0.198746462449583 0.134901140132448 0.0807465318753104 0.141754772017174
"mb80" 0.802928280613843 0.17322645988599 0.811592599808967 0.144128617464076 0.0672506280902744 0.0408525363689691
"mb81" 0.818992945082307 0.192951658122017 0.785637931949522 0.159524651744348 0.0771909382803511 0.0625372585656788
"mb82" 0.691608851674641 0.186063477183927 0.176141615614129 0.128703898578261 0.0799676088634106 0.140437962947074
"mb83" 0.752021131833827 0.178990171841528 0.690287609779605 0.141842394952956 0.0645435509881748 0.0468882920207758
"mb84" 0.684310541408976 0.176047658953427 0.422108096313969 0.126850871750894 0.0865094609869686 0.107048040731862
"mb85" 0.813433449343674 0.181086676458248 0.74094501009157 0.146872732982705 0.0933377894217166 0.0781551055427656
"mb86" 0.756668160271679 0.203689316068432 0.433634755924855 0.151914088982982 0.0945720245244314 0.129735920735255
"mb87" 0.777480149239453 0.217069080821311 0.375649429298525 0.162751078533287 0.115030931321599 0.156972806731843
"mb88" 0.856501008619109 0.167243287430339 0.835384220444572 0.138768810291088 0.065503224507453 0.0339114038739531
"mb89" 0.899405256762806 0.223353013603752 0.809416793548056 0.185514002993806 0.0881388701323388 0.0990302476768228
"mb90" 0.678417865424011 0.189970549065621 0.165998873684972 0.133254865266763 0.0764164320506348 0.140882522125271
"mb91" 0.639235438302658 0.167249286723181 0.225827986934071 0.11848700090008 0.0694276326584645 0.0972728668117288
"mb92" 0.672984555504948 0.168054674005991 0.410468035546223 0.121432200569005 0.0851729605712552 0.104249034299205
"mb93" 0.785678080648795 0.181152353570902 0.614155073068981 0.140628153446893 0.0973283224255921 0.0945334767311848
"mb94" 0.854930272738492 0.218600487803323 0.797439284332871 0.181549586156353 0.0883543841293023 0.0934913566505568
"mb95" 0.800858302122347 0.221366651108583 0.457436495211738 0.168571610310943 0.113679667613379 0.156168166714159
"mb96" 0.838928830552074 0.211472658575218 0.749881561135803 0.173434207003949 0.0834518969134242 0.0852481295265465
"mb97" 0.848736562892643 0.202163858730212 0.797616775799782 0.169002940570731 0.0795214519542746 0.0732380981420362
"mb98" 0.697942133639881 0.159021069771077 0.552612725368079 0.121538386663509 0.0817428603348554 0.0703921133656299
"mb99" 0.732366357933557 0.193834438207616 0.408515037186595 0.142643804050156 0.0923818568191614 0.126308183198354
"mb100" 0.722906544060731 0.222382684685005 0.129327400059363 0.153128774584456 0.0785000291937757 0.184033986044773
"mb101" 0.696043904944429 0.198261410375841 0.142144294264405 0.136782882988034 0.0673502343699464 0.155756968791442
"mb102" 0.754172035576228 0.161177299993833 0.690646101178352 0.130505322827053 0.0759087898470032 0.0552224496688651
