"quartet" "wQuartet" "cluster" "phylo" "mutual" "shared" "clusterNorm"
"mb49" 0.831460674157303 0.899585921325052 0.229684820361161 0.831383424819065 0.20333151952542 0.100808907551984 0.111959900602792
"mb50" 0.752563826353729 0.734774857668641 0.18681353790671 0.573908937760843 0.146114543983064 0.083593789578533 0.0868851303168657
"mb51" 0.747126436781609 0.788309249734672 0.192100671675592 0.74730631709183 0.162982305747293 0.0774555113822865 0.066521702105999
"mb52" 0.887640449438202 0.925286277454477 0.216277075864211 0.887533514989116 0.193921084936046 0.096358871343195 0.0965030914025042
"mb53" 0.862168602936002 0.857547195735209 0.190129530769418 0.763779137063961 0.158259681091368 0.100605344568527 0.0911458589951097
"mb54" 0.87624564232741 0.884216589861751 0.211709103628182 0.786288558809412 0.184052009647476 0.112748350816524 0.115362921968695
"mb55" 0.876404494382023 0.934652993083711 0.268804564885237 0.876336757889262 0.24125852312347 0.122597326805902 0.157058196383283
"mb56" 0.847853806393437 0.863138721491271 0.250212685377491 0.685188259041676 0.212281158301738 0.127647420182175 0.158572473428975
"mb57" 0.728175700284232 0.769941190955111 0.218713189631146 0.359267230538044 0.160906699128537 0.103106387321773 0.162912532106762
"mb58" 0.818181818181818 0.847650404070638 0.203185735588197 0.817982355697283 0.173508043753746 0.0866759840907743 0.0808234787881011
"mb59" 0.685620036188916 0.766825078728886 0.215408712449186 0.319926720770118 0.171547078208077 0.114629306239954 0.132974154729633
"mb60" 0.663245222189243 0.697607293778799 0.22175079297879 0.213097504244129 0.148096855533234 0.0899058041390396 0.184227849271435
"mb61" 0.793103448275862 0.865916709277882 0.224129048445236 0.793107181339014 0.195806403423776 0.0961242910014483 0.105165762901235
"mb62" 0.693181818181818 0.77798137120171 0.187827026697955 0.693086995243427 0.153483952556594 0.0682665880459971 0.0633021387024411
"mb63" 0.767328020067931 0.784783140055946 0.202913589647867 0.570201058452891 0.164582615794995 0.102153801111708 0.119741554909756
"mb64" 0.761247164740479 0.802479399466954 0.212761254540937 0.620510097197501 0.176712067204724 0.102548614719924 0.116360806769143
"mb65" 0.724003260596663 0.7966444172002 0.214002598456793 0.5932771633934 0.178184036688401 0.109350066582277 0.118006990581693
"mb66" 0.788530842336496 0.754339039467428 0.185393439038621 0.593199282763505 0.146048340584405 0.0852400882611661 0.0856328803940166
"mb67" 0.65366023577937 0.688194356573453 0.213834295557135 0.224139379857378 0.147733197158567 0.0868655947591099 0.174969284324033
"mb68" 0.63732948954558 0.64583323863249 0.174349030057554 0.169796239346127 0.121721843066396 0.069261882478834 0.124061851214934
"mb69" 0.808988764044944 0.843088324258923 0.187648622407319 0.808823605948575 0.161886058344253 0.0772106373749481 0.0634994387088536
"mb70" 0.758851326295319 0.739847287792658 0.206033021090183 0.494154950682273 0.165101962137504 0.0928286040220944 0.123295846965919
"mb71" 0.798052426563787 0.753281228321695 0.187842606653575 0.594219742569673 0.147134416845812 0.102778878307863 0.112701299661685
"mb72" 0.721845088494357 0.77034846133954 0.212536793921306 0.385661250578998 0.160029743996656 0.106454225286064 0.152106977968157
