"ci" "cci" "ri" "rc" "rhi" "rhiBar" "rci"
"1" 0.5 0 0 0 1 1.01386748844376 -0.0140209994187811
"2" NA NA NA NA NA NA NA
"3" NA NA NA NA NA NA NA
"4" 1 1 1 1 0 0 1
"5" 0.5 0 0 0 1 1.01386748844376 -0.0140209994187811
"6" 1 1 1 1 0 0 1
"7" 1 1 1 1 0 0 1
"8" 1 1 1 1 0 0 1
"9" NA NA NA NA NA NA NA
"10" 1 NA NA NA NA NA NA
"11" 1 1 1 1 0 0 1
"12" 1 NA NA NA NA NA NA
"13" 1 1 1 1 0 0 1
"14" 1 NA NA NA NA NA NA
"15" NA NA NA NA NA NA NA
"16" NA NA NA NA NA NA NA
"17" 0.6 0.676900649426101 0.666666666666667 0.4 0.333333333333333 0.345781466113416 0.66425559007518
"18" 0.5 0.508524379006895 0.5 0.25 0.5 0.516929439131559 0.491303145172214
"19" 0.5 0.929665621183487 0.91304347826087 0.456521739130435 0.125 0.122631675761849 0.89293597608714
"20" 1 NA NA NA NA NA NA
"21" 1 NA NA NA NA NA NA
"22" 0.6 0.812417624236748 0.8 0.48 0.2 0.213606749973299 0.798577638894342
"23" 1 1 1 1 0 0 1
"24" 1 1 1 1 0 0 1
"25" 0.5 0.610259601587092 0.6 0.3 0.4 0.410340582683627 0.599738414744394
"26" 0.25 0.413907416323123 0.4 0.1 0.6 0.62396006655574 0.389104079713054
"27" 0.666666666666667 0.504190140312106 0.5 0.333333333333333 0.5 0.510464522715671 0.493637444311536
"28" 0.6 0.888826748277747 0.875 0.525 0.142857142857143 0.139528394028185 0.873999230083839
"29" 0.666666666666667 0.756321541315388 0.75 0.5 0.25 0.258464719565779 0.747783083784163
"30" 0.6 0.888826748277747 0.875 0.525 0.142857142857143 0.146745909457774 0.866639699045282
"31" 1 NA NA NA NA NA NA
"32" 0.666666666666667 0 0 0 1 1.01844262295082 -0.0185967341380592
"33" 0.428571428571429 0.82615805538973 0.8 0.342857142857143 0.235294117647059 0.235765648944949 0.788975285484041
"34" 0.25 0.781502021499988 0.739130434782609 0.184782608695652 0.375 0.367895027285548 0.667399169671142
"35" 0.5 0.862470197626932 0.842105263157895 0.421052631578947 0.1875 0.192789666473877 0.826517657559187
"36" 0.375 0.79349035427118 0.761904761904762 0.285714285714286 0.294117647058824 0.292894382285748 0.73603811689553
"37" 0.6 0.903024416211072 0.888888888888889 0.533333333333333 0.133333333333333 0.132178970325821 0.881497477456629
"38" 0.5 0.584758710028184 0.571428571428571 0.285714285714286 0.428571428571429 0.44457617071725 0.568371666129222
"39" 0.285714285714286 0.784960094677184 0.75 0.214285714285714 0.3125 0.319693094629156 0.711501236518024
"40" 0.4 0.880637565101805 0.857142857142857 0.342857142857143 0.176470588235294 0.174034110685694 0.848283164421611
"41" 0.272727272727273 0.753044327735818 0.703703703703704 0.191919191919192 0.380952380952381 0.377839701506636 0.664850169930406
"42" 0.6 0.812417624236748 0.8 0.48 0.2 0.213675213675214 0.798508011232873
"43" 0.272727272727273 0.661498118313995 0.619047619047619 0.168831168831169 0.444444444444444 0.440577156074458 0.597413437810252
"44" 0.272727272727273 0.618375377607324 0.578947368421053 0.157894736842105 0.470588235294118 0.476587632550935 0.558796801771211
"45" 0.666666666666667 0.806762867748192 0.8 0.533333333333333 0.2 0.205170291341814 0.801546359575964
"46" 0.5 0.409280677526909 0.4 0.2 0.6 0.621246634914061 0.387537073769474
"47" 0.5 0.409280677526909 0.4 0.2 0.6 0.614250614250614 0.394696652553087
"48" 0.428571428571429 0.84511834016411 0.818181818181818 0.350649350649351 0.210526315789474 0.209951711106446 0.815799272395794
"49" 0.375 0.567359848891491 0.545454545454545 0.204545454545455 0.454545454545455 0.482625482625483 0.538113296112401
"50" 0.428571428571429 0.619017822449634 0.6 0.257142857142857 0.4 0.422029964127453 0.596262178296836
"51" 0.272727272727273 0.410306569383002 0.384615384615385 0.104895104895105 0.666666666666667 0.659685000412303 0.362986468286348
"52" 0.333333333333333 0.73508542153255 0.7 0.233333333333333 0.352941176470588 0.358251731550036 0.673569176959878
"53" 0.285714285714286 0.672162385244741 0.642857142857143 0.183673469387755 0.384615384615385 0.387626947825413 0.640181871672181
"54" 0.272727272727273 0.712879248987708 0.666666666666667 0.181818181818182 0.4 0.398863239766665 0.64222409653866
"55" 0.25 0.732934578863793 0.678571428571429 0.169642857142857 0.428571428571429 0.422000281333521 0.623153439536833
"56" 0.285714285714286 0.522485397540943 0.5 0.142857142857143 0.5 0.532878610252585 0.488085900088718
"57" 0.25 0.479455858957748 0.454545454545455 0.113636363636364 0.6 0.584055290567507 0.438684413023494
"58" 0.25 0.479455858957748 0.454545454545455 0.113636363636364 0.545454545454545 0.579766160981737 0.443213829049611
"59" 0.375 0.640246072374009 0.615384615384615 0.230769230769231 0.416666666666667 0.425966944965071 0.59713635923496
