"ci" "cci" "ri" "rc" "rhi" "rhiBar" "rci"
"1" 1 NA NA NA NA NA NA
"2" 0.5 0 0 0 1 1.01386748844376 -0.0140209994187811
"3" 0.75 0.951876791710838 0.944444444444444 0.708333333333333 0.0666666666666667 0.0680087051142546 0.939250606310495
"4" NA NA NA NA NA NA NA
"5" 0.666666666666667 0.966991037938902 0.958333333333333 0.638888888888889 0.0555555555555556 0.0560035842293907 0.952322023949402
"6" 1 NA NA NA NA NA NA
"7" 0.75 0.9621575246213 0.954545454545455 0.715909090909091 0.0625 0.0611733039701474 0.946176333495492
"8" 1 1 1 1 0 0 1
"9" 1 NA NA NA NA NA NA
"10" 0.5 0.758398624801295 0.75 0.375 0.25 0.259000259000259 0.749293046341853
"11" 0.5 0.505556012908334 0.5 0.25 0.5 0.511087645195354 0.494344269158712
"12" NA NA NA NA NA NA NA
"13" 1 1 1 1 0 0 1
"14" NA NA NA NA NA NA NA
"15" 1 1 1 1 0 0 1
"16" NA NA NA NA NA NA NA
"17" 0.428571428571429 0.737196137154331 0.714285714285714 0.306122448979592 0.307692307692308 0.306983883346124 0.715179027481335
"18" 1 1 1 1 0 0 1
"19" 0.5 0 0 0 1 1.01386748844376 -0.0140209994187811
"20" 0.666666666666667 0 0 0 1 1.01844262295082 -0.0185967341380592
"21" 0.4 0.684178623180362 0.666666666666667 0.266666666666667 0.333333333333333 0.349487418452936 0.667577597441437
"22" 0.428571428571429 0.774205719731607 0.75 0.321428571428571 0.266666666666667 0.277104260478005 0.746113267389778
"23" 1 1 1 1 0 0 1
"24" 0.666666666666667 0.67226952785023 0.666666666666667 0.444444444444444 0.333333333333333 0.340831629175187 0.664707161124584
"25" 0.666666666666667 0.806762867748192 0.8 0.533333333333333 0.2 0.207770621234158 0.7989228469378
"26" 0.5 0.67410306477704 0.666666666666667 0.333333333333333 0.333333333333333 0.342827728208648 0.664500414778405
"27" 0.6 0.676900649426101 0.666666666666667 0.4 0.333333333333333 0.352547153181738 0.657383143447444
"28" 1 NA NA NA NA NA NA
"29" 0.5 0.925574013521822 0.909090909090909 0.454545454545455 0.125 0.12306177701206 0.892495055487112
"30" 0.5 0.726573759236 0.714285714285714 0.357142857142857 0.285714285714286 0.302800908402725 0.709178670167764
"31" 1 NA NA NA NA NA NA
"32" 0.333333333333333 0.517661748002047 0.5 0.166666666666667 0.5 0.51941306323854 0.497546946147761
"33" 0.75 0.503759540196178 0.5 0.375 0.5 0.512557662737058 0.491106998600832
"34" 0.428571428571429 0.515758465547619 0.5 0.214285714285714 0.5 0.530644733351021 0.484128849782468
"35" 0.5 0.884734752142669 0.863636363636364 0.431818181818182 0.166666666666667 0.172117039586919 0.847802055238256
"36" 0.375 0.815280973794276 0.782608695652174 0.293478260869565 0.263157894736842 0.262715426649853 0.767646411695287
