"clustering" "splitwise"
"mb49" 0.413816850303634 15.5195809714053
"mb50" 0.99498482818597 45.2527389821584
"mb51" 0.337290066617014 11.3985655704439
"mb52" 0.249882292833185 6.50779464019882
"mb53" 0.249882292833185 6.50779464019882
"mb54" 0.99498482818597 45.2527389821584
"mb55" 0.249882292833185 6.50779464019882
"mb56" 0.413816850303634 15.5195809714053
"mb57" 0.337290066617014 11.3985655704439
"mb58" 0.337290066617014 11.3985655704439
"mb59" 0.337290066617014 11.3985655704439
"mb60" 0.249882292833185 6.50779464019882
"mb61" 0.599314237309809 25.2071497996374
"mb62" 0.249882292833185 6.50779464019882
"mb63" 0.249882292833185 6.50779464019882
"mb64" 0.413816850303634 15.5195809714053
"mb65" 0.413816850303634 15.5195809714053
"mb66" 0.482066148083093 19.1216169854854
"mb67" 0.811278124459133 36.0110693661676
"mb68" 0.337290066617014 11.3985655704439
"mb69" 0.650022421648354 27.8104908296734
"mb70" 0.988699408288497 44.937865644805
"mb71" 0.979868756651153 44.495347409104
"mb72" 0.543564443199596 22.32673141539
"mb73" 0.413816850303634 15.5195809714053
"mb74" 0.650022421648354 27.8104908296734
"mb75" 0.77655578544446 34.2536396694418
"mb76" 0.249882292833185 6.50779464019882
"mb77" 0.249882292833185 6.50779464019882
"mb78" 0.599314237309809 25.2071497996374
"mb79" 0.870864469235364 39.0182648675719
"mb80" 0.482066148083093 19.1216169854854
"mb81" 0.77655578544446 34.2536396694418
"mb82" 0.249882292833185 6.50779464019882
"mb83" 0.968461008760162 43.9234410612083
"mb84" 0.543564443199596 22.32673141539
"mb85" 0.249882292833185 6.50779464019882
"mb86" 0.249882292833185 6.50779464019882
"mb87" 0.337290066617014 11.3985655704439
"mb88" 0.249882292833185 6.50779464019882
"mb89" 0.988699408288497 44.937865644805
"mb90" 0.413816850303634 15.5195809714053
"mb91" 0.337290066617014 11.3985655704439
"mb92" 0.249882292833185 6.50779464019882
"mb93" 0.249882292833185 6.50779464019882
"mb94" 0.337290066617014 11.3985655704439
"mb95" 0.249882292833185 6.50779464019882
"mb96" 0.249882292833185 6.50779464019882
"mb97" 0.249882292833185 6.50779464019882
"mb98" 0.249882292833185 6.50779464019882
"mb99" 0.988699408288497 44.937865644805
"mb100" 0.599314237309809 25.2071497996374
"mb101" 0.337290066617014 11.3985655704439
"mb102" 0.249882292833185 6.50779464019882
"mb103" 0.337290066617014 11.3985655704439
"mb104" 0.337290066617014 11.3985655704439
"mb105" 0.249882292833185 6.50779464019882
"mb106" 0.249882292833185 6.50779464019882
"mb107" 0.249882292833185 6.50779464019882
"mb108" 0.543564443199596 22.32673141539
"mb109" 0.696212260125146 30.1703867747597
"mb110" 0.482066148083093 19.1216169854854
"mb111" 0.811278124459133 36.0110693661676
"mb112" 0.249882292833185 6.50779464019882
"mb113" 0.337290066617014 11.3985655704439
"mb114" 0.738284866143451 32.3117426240053
"mb115" 0.413816850303634 15.5195809714053
"mb116" 0.249882292833185 6.50779464019882
"mb117" 0.249882292833185 6.50779464019882
"mb118" 0.738284866143451 32.3117426240053
"mb119" 0.249882292833185 6.50779464019882
"mb120" 0.599314237309809 25.2071497996374
"mb121" 0.249882292833185 6.50779464019882
"mb122" 0.696212260125146 30.1703867747597
"mb123" 0.968461008760162 43.9234410612083
"tnt1" 0.249882292833185 6.50779464019882
"tnt2" 0.696212260125146 30.1703867747598
"tnt3" 0.650022421648354 27.8104908296734
"tnt4" 0.842657877202239 37.5960318668888
"ufb1" 0.998747297936168 45.4411840715714
"ufb2" 1 45.5039198269194
"ufb3" 0.979868756651153 44.495347409104
"ufb4" 0.337290066617014 11.3985655704439
"ufb5" 0.413816850303634 15.5195809714053
"ufb6" 0.482066148083093 19.1216169854854
"ufb7" 0.337290066617014 11.3985655704439
"ufb8" 0.249882292833185 6.50779464019882
"ufb9" 0.249882292833185 6.50779464019882
"ufb10" 0.599314237309809 25.2071497996374
"ufb11" 0.413816850303634 15.5195809714053
"ufb12" 0.842657877202239 37.5960318668888
"ufb13" 0.696212260125146 30.1703867747597
"ufb14" 0.413816850303634 15.5195809714053
"ufb15" 0.413816850303634 15.5195809714053
"ufb16" 0.91829583405449 41.4050441068091
"ufb17" 0.77655578544446 34.2536396694418
"ufb18" 0.599314237309809 25.2071497996374
"ufb19" 0.543564443199596 22.32673141539
"ufb20" 0.337290066617014 11.3985655704439
"ufb21" 0.650022421648354 27.8104908296734
"ufb22" 0.249882292833185 6.50779464019882
"ufb23" 0.249882292833185 6.50779464019882
"ufb24" 0.738284866143451 32.3117426240053
"ufb25" 0.738284866143451 32.3117426240053
"ufb26" 0.413816850303634 15.5195809714053
"ufb27" 0.482066148083093 19.1216169854854
"ufb28" 0.599314237309809 25.2071497996374
"ufb29" 0.870864469235364 39.0182648675719
"ufb30" 0.896038232534557 40.2857451784369
"ufb31" 0.543564443199596 22.32673141539
"ufb32" 0.413816850303634 15.5195809714053
"ufb33" 0.842657877202239 37.5960318668888
"ufb34" 0.249882292833185 6.50779464019882
"ufb35" 0.599314237309809 25.2071497996374
"ufb36" 0.650022421648354 27.8104908296734
"ufb37" 0.249882292833185 6.50779464019882
"ufb38" 0.337290066617014 11.3985655704439
"ufb39" 0.482066148083093 19.1216169854854
"ufb40" 0.842657877202239 37.5960318668888
"ufb41" 0.337290066617014 11.3985655704439
"ufb42" 0.482066148083093 19.1216169854854
"ufb43" 0.543564443199596 22.32673141539
"ufb44" 0.413816850303634 15.5195809714053
"ufb45" 0.650022421648354 27.8104908296734
"ufb46" 0.896038232534557 40.2857451784369
"ufb47" 1 45.5039198269194
"ufb48" 0.998747297936168 45.4411840715714
"ufb49" 0.738284866143451 32.3117426240053
"ufb50" 0.599314237309809 25.2071497996374
"ufb51" 0.811278124459133 36.0110693661676
"ufb52" 0.811278124459133 36.0110693661676
"ufb53" 0.650022421648354 27.8104908296734
"ufb54" 0.413816850303634 15.5195809714053
"ufb55" 0.937734293986804 42.3815851339852
"ufb56" 0.954434002924965 43.2198340639885
"ufb57" 0.482066148083093 19.1216169854854
"ufb58" 0.811278124459133 36.0110693661676
"ufb59" 0.650022421648354 27.8104908296734
"ufb60" 0.979868756651153 44.495347409104
"ufb61" 0.77655578544446 34.2536396694418
"ufb62" 0.337290066617014 11.3985655704439
